"","Continent","Country","Year","Status","Lifeexpectancy","Population","GDP"
"853","Asia","Iraq",2007,"Developing",65.9,2839433,3129.224922
"854","Asia","Iraq",2006,"Developing",64.7,27697912,2351.812429
"855","Asia","Iraq",2005,"Developing",66.8,278426,1849.63911
"856","Asia","Iraq",2004,"Developing",67.2,2631669,1391.816923
"857","Europe","Ireland",2015,"Developed",81.4,4676835,6664.144
"858","Europe","Ireland",2014,"Developed",81.2,4617225,5553.32623
"859","Europe","Ireland",2013,"Developed",81,4598294,5234.76736
"860","Europe","Ireland",2012,"Developed",85,4586897,49231.36254
"861","Europe","Ireland",2011,"Developed",84,4576794,52567.52568
"862","Europe","Ireland",2010,"Developed",86,456155,48538.58776
"863","Europe","Ireland",2009,"Developed",79.7,4535375,51983.78892
"864","Europe","Ireland",2008,"Developed",79.8,4489544,61235.415
"865","Europe","Ireland",2007,"Developed",79.5,4398942,61388.17457
"866","Europe","Ireland",2006,"Developed",79,4273591,54326.9713
"867","Europe","Ireland",2005,"Developed",78.7,4159914,5886.82789
"868","Europe","Ireland",2004,"Developed",78.3,47262,47631.6377
"869","Europe","Ireland",2003,"Developed",78,3996521,4117.15532
"870","Europe","Ireland",2002,"Developed",77.4,3931947,32539.1937
"871","Europe","Ireland",2001,"Developed",77,3866243,28223.55528
"872","Europe","Ireland",2000,"Developed",76.4,385174,26241.91883
"873","Asia","Israel",2015,"Developing",82.5,8381,35729.37253
"874","Asia","Israel",2014,"Developing",82.2,82157,37582.84624
"875","Asia","Israel",2013,"Developing",82.1,8595,36393.66932
"876","Asia","Israel",2012,"Developing",81.8,7915,32569.59683
"877","Asia","Israel",2011,"Developing",81.8,77658,33657.15727
"878","Asia","Israel",2010,"Developing",81.7,76236,3661.994
"879","Asia","Israel",2009,"Developing",81.5,74856,27795.87671
"880","Asia","Israel",2008,"Developing",81,7388,29657.4421
"881","Asia","Israel",2007,"Developing",84,7181,258.637
"882","Asia","Israel",2006,"Developing",84,7537,2195.1769
"883","Asia","Israel",2005,"Developing",80,6931,2611.17931
"884","Asia","Israel",2004,"Developing",81,689,19888.172
"885","Asia","Israel",2003,"Developing",79.7,66897,18946.99942
"886","Asia","Israel",2002,"Developing",79.3,657,18431.15696
"887","Asia","Israel",2001,"Developing",79.3,6439,236.19646
"888","Asia","Israel",2000,"Developing",78.9,6289,2152.1432
"889","Europe","Italy",2015,"Developed",82.7,673582,349.14755
"890","Europe","Italy",2014,"Developed",82.5,678914,35396.66517
"891","Europe","Italy",2013,"Developed",82.3,6233948,3537.27441
"892","Europe","Italy",2012,"Developed",82,59539717,34814.12436
"893","Europe","Italy",2011,"Developed",82,59379449,38334.68477
"894","Europe","Italy",2010,"Developed",81.8,59277417,35849.37364
"895","Europe","Italy",2009,"Developed",81.6,5995365,36976.84512
"896","Europe","Italy",2008,"Developed",81.5,58826731,464.18465
"897","Europe","Italy",2007,"Developed",81.3,5843831,37698.78573
"898","Europe","Italy",2006,"Developed",81.2,58143979,3341.7482
"899","Europe","Italy",2005,"Developed",88,57969484,31959.26215
"900","Europe","Italy",2004,"Developed",89,57685327,31174.56118
"901","Europe","Italy",2003,"Developed",79.9,5731323,27387.2258
"902","Europe","Italy",2002,"Developed",80,57597,22196.5736
"903","Europe","Italy",2001,"Developed",79.8,569741,24.819
"904","Europe","Italy",2000,"Developed",79.4,5694218,251.2426
"905","North America","Jamaica",2015,"Developing",76.2,2871934,4965.989857
"906","North America","Jamaica",2014,"Developing",75.8,286287,4855.743789
"907","North America","Jamaica",2013,"Developing",75.6,285187,56.144952
"908","North America","Jamaica",2012,"Developing",75.3,284992,521.33363
"909","North America","Jamaica",2011,"Developing",75.2,2829493,513.549487
"910","North America","Jamaica",2010,"Developing",75,281721,4682.728424
"911","North America","Jamaica",2009,"Developing",74.7,28482,4293.383274
"912","North America","Jamaica",2008,"Developing",74.5,279122,492.492378
"913","North America","Jamaica",2007,"Developing",74.2,2775467,462.517913
"914","North America","Jamaica",2006,"Developing",74,276279,4313.1682
"915","North America","Jamaica",2005,"Developing",73.5,2744673,482.24762
"916","North America","Jamaica",2004,"Developing",73.3,2728777,3719.97351
"917","North America","Jamaica",2003,"Developing",73.1,2712511,3465.221998
"918","North America","Jamaica",2002,"Developing",73,2695446,3596.496282
"919","North America","Jamaica",2001,"Developing",72.7,267711,3394.878
"920","North America","Jamaica",2000,"Developing",72.6,2656864,336.8742
"921","Asia","Japan",2015,"Developed",83.7,127141,34474.13736
"922","Asia","Japan",2014,"Developed",83.5,127276,3896.21151
"923","Asia","Japan",2013,"Developed",83.5,127445,4454.44746
"924","Asia","Japan",2012,"Developed",83.3,127629,4863.47665
"925","Asia","Japan",2011,"Developed",82.5,127833,48167.99727
"926","Asia","Japan",2010,"Developed",83,1287,4457.67639
"927","Asia","Japan",2009,"Developed",83,12847,4855.17564
"928","Asia","Japan",2008,"Developed",82.7,12863,39339.29757
"929","Asia","Japan",2007,"Developed",82.6,1281,35275.22843
"930","Asia","Japan",2006,"Developed",82.4,127854,35433.98896
"931","Asia","Japan",2005,"Developed",82,127773,37217.64873
"932","Asia","Japan",2004,"Developed",82.1,127761,37688.72234
"933","Asia","Japan",2003,"Developed",81.9,127718,3488.3992
"934","Asia","Japan",2002,"Developed",81.8,127445,32289.3554
"935","Asia","Japan",2001,"Developed",81.5,127149,33846.46564
"936","Asia","Japan",2000,"Developed",81.1,126843,38532.488
"937","Asia","Jordan",2015,"Developing",74.1,915932,496.99275
"938","Asia","Jordan",2014,"Developing",74,88936,466.94775
"939","Asia","Jordan",2013,"Developing",73.9,8413464,3992.86717
"940","Asia","Jordan",2012,"Developing",73.7,7992573,387.753211
"941","Asia","Jordan",2011,"Developing",73.6,7574943,387.324145
"942","Asia","Jordan",2010,"Developing",73.4,718239,3679.19275
"943","Asia","Jordan",2009,"Developing",73.3,6821116,3492.1396
"944","Asia","Jordan",2008,"Developing",73.1,6489822,3385.69665
"945","Asia","Jordan",2007,"Developing",73,6193191,2762.86354
"946","Asia","Jordan",2006,"Developing",72.8,5934232,2537.349
"947","Asia","Jordan",2005,"Developing",72.4,5714111,223.83787
"948","Asia","Jordan",2004,"Developing",72.5,5535595,261.456882
"949","Asia","Jordan",2003,"Developing",72.3,5396774,1889.213962
"950","Asia","Jordan",2002,"Developing",72.1,5287488,1812.288374
"951","Asia","Jordan",2001,"Developing",71.9,5193482,1728.2659
"952","Asia","Jordan",2000,"Developing",71.7,51313,1657.889256
"953","Asia","Kazakhstan",2015,"Developing",72,17544126,159.9817
"954","Asia","Kazakhstan",2014,"Developing",69.9,17289224,1286.56511
"955","Asia","Kazakhstan",2013,"Developing",69.5,1735275,1389.8561
"956","Asia","Kazakhstan",2012,"Developing",69.1,16791425,12387.18982
"957","Asia","Kazakhstan",2011,"Developing",68.5,165566,11634.42422
"958","Asia","Kazakhstan",2010,"Developing",67.8,16321581,97.649972
"959","Asia","Kazakhstan",2009,"Developing",67.8,169271,7165.2775
"960","Asia","Kazakhstan",2008,"Developing",66.6,15674,8513.564645
"961","Asia","Kazakhstan",2007,"Developing",65.3,15484192,6771.414797
"962","Asia","Kazakhstan",2006,"Developing",65,153884,5291.57565
"963","Asia","Kazakhstan",2005,"Developing",64.6,1514729,3771.278957
"964","Asia","Kazakhstan",2004,"Developing",64.7,1512985,2874.288291
"965","Asia","Kazakhstan",2003,"Developing",64.4,149918,268.123657
"966","Asia","Kazakhstan",2002,"Developing",64.7,14858948,1658.31146
"967","Asia","Kazakhstan",2001,"Developing",64.4,14858335,149.926751
"968","Asia","Kazakhstan",2000,"Developing",63.9,14883626,1229.958
"969","Africa","Kenya",2015,"Developing",63.4,47236259,1349.97144
"970","Africa","Kenya",2014,"Developing",62.9,462425,1335.6458
"971","Africa","Kenya",2013,"Developing",62.6,44826849,1229.114798
"972","Africa","Kenya",2012,"Developing",62.1,43646629,1155.2582
"973","Africa","Kenya",2011,"Developing",61.2,42486839,987.4453967
"974","Africa","Kenya",2010,"Developing",63,4135152,967.34773
"975","Africa","Kenya",2009,"Developing",59.1,423724,92.816252
"976","Africa","Kenya",2008,"Developing",57.9,39148416,916.8992515
"977","Africa","Kenya",2007,"Developing",56.8,388599,839.181117
"978","Africa","Kenya",2006,"Developing",55.3,37525,697.66385
"979","Africa","Kenya",2005,"Developing",54.1,3648288,519.7999346
"980","Africa","Kenya",2004,"Developing",53,3574931,458.8843551
"981","Africa","Kenya",2003,"Developing",52.4,3413852,436.6875357
"982","Africa","Kenya",2002,"Developing",52.1,332149,395.8493511
"983","Africa","Kenya",2001,"Developing",51.9,32321482,41.7763612
"984","Africa","Kenya",2000,"Developing",51.9,3145483,43.9797132
"985","Oceania","Kiribati",2015,"Developing",66.3,11247,1424.483611
"986","Oceania","Kiribati",2014,"Developing",66.1,11458,1684.54274
"987","Oceania","Kiribati",2013,"Developing",65.8,18535,1724.361737
"988","Oceania","Kiribati",2012,"Developing",65.7,16613,1763.815497
"989","Oceania","Kiribati",2011,"Developing",65.5,14656,1692.613277
"990","Oceania","Kiribati",2010,"Developing",65.3,12652,1493.1651
"991","Oceania","Kiribati",2009,"Developing",65.2,1568,1297.285141
"992","Oceania","Kiribati",2008,"Developing",65.1,9844,1413.3234
"993","Oceania","Kiribati",2007,"Developing",65,96311,1357.632211
"994","Oceania","Kiribati",2006,"Developing",65,9426,1151.555618
"995","Oceania","Kiribati",2005,"Developing",64.9,92325,1214.556667
"996","Oceania","Kiribati",2004,"Developing",64.8,9542,113.6286
"997","Oceania","Kiribati",2003,"Developing",64.7,88895,115.3865
"998","Oceania","Kiribati",2002,"Developing",64.6,87343,826.58554
"999","Oceania","Kiribati",2001,"Developing",64.3,85858,734.9492461
"1000","Oceania","Kiribati",2000,"Developing",64.1,8446,796.7937634
"1001","Europe","Latvia",2015,"Developed",74.6,1977527,13666.58336
"1002","Europe","Latvia",2014,"Developed",74.4,1993782,15725.1374
"1003","Europe","Latvia",2013,"Developed",74.1,212647,1532.22924
"1004","Europe","Latvia",2012,"Developed",73.8,234319,13822.8559
"1005","Europe","Latvia",2011,"Developed",73.6,25979,1372.68947
"1006","Europe","Latvia",2010,"Developed",72.8,297555,11326.21947
"1007","Europe","Latvia",2009,"Developed",72.6,2141669,12219.37379
"1008","Europe","Latvia",2008,"Developed",71.9,2177322,16348.53121
"1009","Europe","Latvia",2007,"Developed",78,22325,1444.1589
"1010","Europe","Latvia",2006,"Developed",75,2218357,9667.9757
"1011","Europe","Latvia",2005,"Developed",76,2238799,7558.7426
"1012","Europe","Latvia",2004,"Developed",71,2263122,6351.8125
"1013","Europe","Latvia",2003,"Developed",78,2287955,5134.95694
"1014","Europe","Latvia",2002,"Developed",73,231173,4132.34927
"1015","Europe","Latvia",2001,"Developed",69.9,233717,3572.8513
"1016","Europe","Latvia",2000,"Developed",71,236755,3352.731296
"1017","Asia","Lebanon",2015,"Developing",74.9,5851479,846.632851
"1018","Asia","Lebanon",2014,"Developing",74.8,563279,8161.4614
"1019","Asia","Lebanon",2013,"Developing",74.9,527612,846.285153
"1020","Asia","Lebanon",2012,"Developing",75,491644,8787.94668
"1021","Asia","Lebanon",2011,"Developing",75,4588368,8734.9653
"1022","Asia","Lebanon",2010,"Developing",74.9,4337141,8763.826274
"1023","Asia","Lebanon",2009,"Developing",74.7,4183156,84.268878
"1024","Asia","Lebanon",2008,"Developing",74.5,411147,712.775759
"1025","Asia","Lebanon",2007,"Developing",74.4,486466,614.271115
"1026","Asia","Lebanon",2006,"Developing",74.1,45735,5372.65899
"1027","Asia","Lebanon",2005,"Developing",73.9,3986852,5339.441291
"1028","Asia","Lebanon",2004,"Developing",73.7,3863267,5424.22356
"1029","Asia","Lebanon",2003,"Developing",73.5,371464,5425.6697
"1030","Asia","Lebanon",2002,"Developing",73.2,3522837,5436.595223
"1031","Asia","Lebanon",2001,"Developing",73,3359859,5253.122599
"1032","Asia","Lebanon",2000,"Developing",72.7,3235366,5334.93329
"1033","Africa","Lesotho",2015,"Developing",53.7,2174645,173.82893
"1034","Africa","Lesotho",2014,"Developing",52.1,2145785,1174.839214
"1035","Africa","Lesotho",2013,"Developing",52.1,2117361,1196.1335
"1036","Africa","Lesotho",2012,"Developing",52.2,289928,1281.516
"1037","Africa","Lesotho",2011,"Developing",52.3,264166,1352.38433
"1038","Africa","Lesotho",2010,"Developing",51.1,24551,1173.26212
"1039","Africa","Lesotho",2009,"Developing",49.4,21929,923.136931
"1040","Africa","Lesotho",2008,"Developing",47.8,199993,934.428563
"1041","Africa","Lesotho",2007,"Developing",46.2,1982287,918.432717
"1042","Africa","Lesotho",2006,"Developing",45.3,1965662,915.775754
"1043","Africa","Lesotho",2005,"Developing",44.5,1949543,862.9463118
"1044","Africa","Lesotho",2004,"Developing",44.8,1933728,781.5145936
"1045","Africa","Lesotho",2003,"Developing",45.5,191897,63.636279
"1046","Africa","Lesotho",2002,"Developing",46.4,192312,47.89395
"1047","Africa","Lesotho",2001,"Developing",47.8,1885955,437.819184
"1048","Africa","Lesotho",2000,"Developing",49.3,1868699,474.8197876
"1049","Africa","Liberia",2015,"Developing",61.4,4499621,452.38717
"1050","Africa","Liberia",2014,"Developing",58.1,439737,458.4651734
"1051","Africa","Liberia",2013,"Developing",61.1,4286291,454.1222236
"1052","Africa","Liberia",2012,"Developing",67,4181563,415.361958
"1053","Africa","Liberia",2011,"Developing",62,47167,379.689583
"1054","Africa","Liberia",2010,"Developing",59.7,3948125,327.42597
"1055","Africa","Liberia",2009,"Developing",59.2,3811528,33.667491
"1056","Africa","Liberia",2008,"Developing",58.6,3662993,232.61732
"1057","Africa","Liberia",2007,"Developing",57.9,3512932,21.3733292
"1058","Africa","Liberia",2006,"Developing",56.7,3375838,178.92799
"1059","Africa","Liberia",2005,"Developing",55.3,326123,168.648254
"1060","Africa","Liberia",2004,"Developing",54,3176414,149.4452549
"1061","Africa","Liberia",2003,"Developing",50,3116233,133.494518
"1062","Africa","Liberia",2002,"Developing",56,362863,177.285187
"1063","Africa","Liberia",2001,"Developing",51.5,2991132,174.1815473
"1064","Africa","Liberia",2000,"Developing",51.9,2884522,183.4149991
"1065","Europe","Lithuania",2015,"Developed",73.6,29491,14252.42853
"1066","Europe","Lithuania",2014,"Developed",73.4,2932367,16554.97139
"1067","Europe","Lithuania",2013,"Developed",73,2957689,15712.82376
"1068","Europe","Lithuania",2012,"Developed",73,2987773,14341.836
"1069","Europe","Lithuania",2011,"Developed",72.8,328115,14357.73679
"1070","Europe","Lithuania",2010,"Developed",72.4,397282,11984.86857
"1071","Europe","Lithuania",2009,"Developed",72.2,3162916,11837.3913
"1072","Europe","Lithuania",2008,"Developed",71.1,3198231,14961.56818
"1073","Europe","Lithuania",2007,"Developed",72,3231294,12297.91535
"1074","Europe","Lithuania",2006,"Developed",76,326999,924.642548
"1075","Europe","Lithuania",2005,"Developed",78,3322528,7863.1629
"1076","Europe","Lithuania",2004,"Developed",71.6,337775,676.966998
"1077","Europe","Lithuania",2003,"Developed",71.6,3415213,555.535669
"1078","Europe","Lithuania",2002,"Developed",71.4,344367,4146.987928
"1079","Europe","Lithuania",2001,"Developed",71.2,347818,353.147337
"1080","Europe","Lithuania",2000,"Developed",71.6,3499536,3297.35471
"1081","Europe","Luxembourg",2015,"Developed",82,56964,1199.8223
"1082","Europe","Luxembourg",2014,"Developed",81.7,556319,119172.7418
"1083","Europe","Luxembourg",2013,"Developed",81.4,54336,113751.85
"1084","Europe","Luxembourg",2012,"Developed",81.1,53946,16749.136
"1085","Europe","Luxembourg",2011,"Developed",88,518347,115761.577
"1086","Europe","Luxembourg",2010,"Developed",86,56953,14965.361
"1087","Europe","Luxembourg",2009,"Developed",83,497783,13198.6693
"1088","Europe","Luxembourg",2008,"Developed",80,48865,114293.8433
"1089","Europe","Luxembourg",2007,"Developed",79.7,479993,1618.4928
"1090","Europe","Luxembourg",2006,"Developed",79.4,472637,89739.7117
"1091","Europe","Luxembourg",2005,"Developed",78.8,465158,8289.69641
"1092","Europe","Luxembourg",2004,"Developed",78.7,45895,75716.3518
"1093","Europe","Luxembourg",2003,"Developed",78.6,45163,65445.8853
"1094","Europe","Luxembourg",2002,"Developed",78.3,446175,5293.64115
"1095","Europe","Luxembourg",2001,"Developed",78,441525,48179.4285
"1096","Europe","Luxembourg",2000,"Developed",77.8,4363,48735.99549
"1097","Africa","Madagascar",2015,"Developing",65.5,2423488,41.8575951
"1098","Africa","Madagascar",2014,"Developing",65.1,2358981,452.4631926
"1099","Africa","Madagascar",2013,"Developing",64.7,22961146,461.723722
"1100","Africa","Madagascar",2012,"Developing",64.3,22346573,443.9611
"1101","Africa","Madagascar",2011,"Developing",63.8,21743949,454.963464
"1102","Africa","Madagascar",2010,"Developing",63.3,2115164,412.739341
"1103","Africa","Madagascar",2009,"Developing",62.8,2569121,415.6893226
"1104","Africa","Madagascar",2008,"Developing",62.3,19996469,47.733254
"1105","Africa","Madagascar",2007,"Developing",61.9,19433523,377.8482928
"1106","Africa","Madagascar",2006,"Developing",61.4,1888268,292.157443
"1107","Africa","Madagascar",2005,"Developing",69,18336724,274.819723
"1108","Africa","Madagascar",2004,"Developing",64,1782997,245.1235876
"1109","Africa","Madagascar",2003,"Developing",59.9,17279141,316.7998965
"1110","Africa","Madagascar",2002,"Developing",59.3,16765117,262.2859481
"1111","Africa","Madagascar",2001,"Developing",58.7,1626932,278.555732
"1112","Africa","Madagascar",2000,"Developing",57.9,1576686,245.939659
"1113","Africa","Malawi",2015,"Developing",58.3,1757367,362.6575444
"1114","Africa","Malawi",2014,"Developing",57.6,1768838,354.7253961
"1115","Africa","Malawi",2013,"Developing",56.7,16577147,332.922339
"1116","Africa","Malawi",2012,"Developing",55.3,169735,374.51882
"1117","Africa","Malawi",2011,"Developing",54.1,15627618,512.125451
"1118","Africa","Malawi",2010,"Developing",52.9,1516795,458.8681744
"1119","Africa","Malawi",2009,"Developing",51.5,1471462,42.7379657
"1120","Africa","Malawi",2008,"Developing",50,14271234,372.842678
"1121","Africa","Malawi",2007,"Developing",48.5,1384969,32.2227274
"1122","Africa","Malawi",2006,"Developing",47.1,13429262,297.6971211
"1123","Africa","Malawi",2005,"Developing",46,1339711,28.3673842
"1124","Africa","Malawi",2004,"Developing",45.1,1267638,274.2256294
"1125","Africa","Malawi",2003,"Developing",44.6,12336687,26.152517
"1126","Africa","Malawi",2002,"Developing",44,1213711,29.9798977
"1127","Africa","Malawi",2001,"Developing",43.5,11695863,146.7615397
"1128","Africa","Malawi",2000,"Developing",43.1,11376172,153.2594872
"1129","Asia","Malaysia",2015,"Developing",75,3723155,9643.644683
"1130","Asia","Malaysia",2014,"Developing",74.8,322817,11183.96191
"1131","Asia","Malaysia",2013,"Developing",74.6,2976724,1882.27842
"1132","Asia","Malaysia",2012,"Developing",74.5,2917456,1779.49641
"1133","Asia","Malaysia",2011,"Developing",74.3,28635128,145.1262
"1134","Asia","Malaysia",2010,"Developing",74.1,28112289,971.356987
"1135","Asia","Malaysia",2009,"Developing",74,2765383,7326.744435
"1136","Asia","Malaysia",2008,"Developing",73.8,2711169,8513.629541
"1137","Asia","Malaysia",2007,"Developing",73.7,26625845,7269.17114
"1138","Asia","Malaysia",2006,"Developing",73.6,26143566,6222.982955
"1139","Asia","Malaysia",2005,"Developing",73.4,25659393,5593.822995
"1140","Asia","Malaysia",2004,"Developing",73.2,2517419,4955.477743
"1141","Asia","Malaysia",2003,"Developing",73.1,2468873,4463.675893
"1142","Asia","Malaysia",2002,"Developing",72.9,24198811,4167.364387
"1143","Asia","Malaysia",2001,"Developing",72.7,2369897,3915.11546
"1144","Asia","Malaysia",2000,"Developing",72.4,2318568,445.17471
"1145","Asia","Maldives",2015,"Developing",78.5,49163,8395.785198
"1146","Asia","Maldives",2014,"Developing",78.2,41,7716.2415
"1147","Asia","Maldives",2013,"Developing",77.9,393,7112.33575
"1148","Asia","Maldives",2012,"Developing",77.6,385,6541.7465
"1149","Asia","Maldives",2011,"Developing",77.3,377,6497.55443
"1150","Asia","Maldives",2010,"Developing",76.7,367,633.79498
"1151","Asia","Maldives",2009,"Developing",76.3,36,597.1659
"1152","Asia","Maldives",2008,"Developing",75.9,362,5828.621374
"1153","Asia","Maldives",2007,"Developing",75.4,349,52.862285
"1154","Asia","Maldives",2006,"Developing",75,333,4428.522898
"1155","Asia","Maldives",2005,"Developing",74.3,321,3488.493769
"1156","Asia","Maldives",2004,"Developing",73.4,312,3853.33348
"1157","Asia","Maldives",2003,"Developing",72.7,34,3432.247841
"1158","Asia","Maldives",2002,"Developing",71.8,297,32.37239
"1159","Asia","Maldives",2001,"Developing",78,292,298.67598
"1160","Asia","Maldives",2000,"Developing",69.6,286,2182.99711
"1161","Africa","Mali",2015,"Developing",58.2,1746795,729.725338
"1162","Africa","Mali",2014,"Developing",57.8,16962846,825.5729915
"1163","Africa","Mali",2013,"Developing",57.3,16477818,777.659139
"1164","Africa","Mali",2012,"Developing",57.2,16667,777.3476868
"1165","Africa","Mali",2011,"Developing",56.8,1554989,835.88998
"1166","Africa","Mali",2010,"Developing",56.5,157585,78.377632
"1167","Africa","Mali",2009,"Developing",56,1466597,697.153124
"1168","Africa","Mali",2008,"Developing",55.5,14138216,689.6784228
"1169","Africa","Mali",2007,"Developing",55,1367566,595.6368319
"1170","Africa","Mali",2006,"Developing",54.3,1322764,521.6425796
"1171","Africa","Mali",2005,"Developing",53.6,12798763,487.942556
"1172","Africa","Mali",2004,"Developing",52.8,1239196,439.3572924
"1173","Africa","Mali",2003,"Developing",52,125128,391.791281
"1174","Africa","Mali",2002,"Developing",51.2,11638929,334.22416
"1175","Africa","Mali",2001,"Developing",55,11293258,36.8473237
"1176","Africa","Mali",2000,"Developing",49.8,196769,269.3483829
"1177","Europe","Malta",2015,"Developed",81.7,431874,23819.4636
"1178","Europe","Malta",2014,"Developed",81.4,427364,2618.92599
"1179","Europe","Malta",2013,"Developed",81.1,423374,2393.1888
"1180","Europe","Malta",2012,"Developed",81,419455,2193.8836
"1181","Europe","Malta",2011,"Developed",87,416268,22821.847
"1182","Europe","Malta",2010,"Developed",83,41458,2187.79469
"1183","Europe","Malta",2009,"Developed",82,412477,2675.58259
"1184","Europe","Malta",2008,"Developed",80,49379,21928.767
"1185","Europe","Malta",2007,"Developed",79.6,46724,19375.5696
"1186","Europe","Malta",2006,"Developed",79.3,4538,16671.5672
"1187","Europe","Malta",2005,"Developed",79,43834,15835.34667
"1188","Europe","Malta",2004,"Developed",78.7,41268,1519.5497
"1189","Europe","Malta",2003,"Developed",78.5,398582,13689.98999
"1190","Europe","Malta",2002,"Developed",78.2,395969,11843.9392
"1191","Europe","Malta",2001,"Developed",77.8,39328,1121.78636
"1192","Europe","Malta",2000,"Developed",77.5,3987,1139.5651
"1193","Africa","Mauritania",2015,"Developing",63.1,4182341,1158.256469
"1194","Africa","Mauritania",2014,"Developing",63,46392,1326.66882
"1195","Africa","Mauritania",2013,"Developing",62.7,394617,145.57838
"1196","Africa","Mauritania",2012,"Developing",62.5,383239,1364.283745
"1197","Africa","Mauritania",2011,"Developing",62.2,3717672,1393.261593
"1198","Africa","Mauritania",2010,"Developing",62,369543,123.383675
"1199","Africa","Mauritania",2009,"Developing",61.7,356288,146.83851
"1200","Africa","Mauritania",2008,"Developing",61.4,347541,1167.535689
"1201","Africa","Mauritania",2007,"Developing",61.2,3312665,113.3128
"1202","Africa","Mauritania",2006,"Developing",69,322653,944.134851
"1203","Africa","Mauritania",2005,"Developing",66,31372,697.7451989
"1204","Africa","Mauritania",2004,"Developing",64,342823,62.547286
"1205","Africa","Mauritania",2003,"Developing",63,2957117,528.586613
"1206","Africa","Mauritania",2002,"Developing",62,2873228,46.9542322
"1207","Africa","Mauritania",2001,"Developing",61,279729,464.229758
"1208","Africa","Mauritania",2000,"Developing",60,279359,477.476124
"1209","Africa","Mauritius",2015,"Developing",74.6,126265,9252.11724
"1210","Africa","Mauritius",2014,"Developing",74.2,126934,1153.93822
"1211","Africa","Mauritius",2013,"Developing",74.1,1258653,9637.265
"1212","Africa","Mauritius",2012,"Developing",73.9,1255882,9291.227619
"1213","Africa","Mauritius",2011,"Developing",73.6,125244,9197.26972
"1214","Africa","Mauritius",2010,"Developing",73.3,1254,8.376432
"1215","Africa","Mauritius",2009,"Developing",72.8,1247429,7318.12641
"1216","Africa","Mauritius",2008,"Developing",72.7,1244121,83.635
"1217","Africa","Mauritius",2007,"Developing",72.9,123963,6574.654338
"1218","Africa","Mauritius",2006,"Developing",71.8,1233996,5695.969327
"1219","Africa","Mauritius",2005,"Developing",72.1,1228254,5116.45424
"1220","Africa","Mauritius",2004,"Developing",71.9,12213,5229.876738
"1221","Africa","Mauritius",2003,"Developing",71.5,121337,4623.347642
"1222","Africa","Mauritius",2002,"Developing",71.5,124621,3957.51296
"1223","Africa","Mauritius",2001,"Developing",71.5,1196287,3792.182152
"1224","Africa","Mauritius",2000,"Developing",71,1186873,3861.32414
"1225","North America","Mexico",2015,"Developing",76.7,12589949,9143.128494
"1226","North America","Mexico",2014,"Developing",76.6,1242216,1452.27766
"1227","North America","Mexico",2013,"Developing",76.6,122535969,1298.86766
"1228","North America","Mexico",2012,"Developing",76.3,1282837,982.532572
"1229","North America","Mexico",2011,"Developing",76.1,119917,9834.472689
"1230","North America","Mexico",2010,"Developing",75.6,117318941,8959.581416
"1231","North America","Mexico",2009,"Developing",75.7,11555228,7748.12331
"1232","North America","Mexico",2008,"Developing",75.6,11366189,9689.52887
"1233","North America","Mexico",2007,"Developing",76,111836346,933.341687
"1234","North America","Mexico",2006,"Developing",75.8,1192378,8767.92258
"1235","North America","Mexico",2005,"Developing",75.3,18472228,7986.798439
"1236","North America","Mexico",2004,"Developing",75.4,16995583,7199.59665
"1237","North America","Mexico",2003,"Developing",75,1564453,6751.998987
"1238","North America","Mexico",2002,"Developing",75,1435568,716.8219
"1239","North America","Mexico",2001,"Developing",75,136768,731.378864
"1240","North America","Mexico",2000,"Developing",74.8,11719673,672.92113
"1241","Asia","Mongolia",2015,"Developing",68.8,2976877,3944.1839
"1242","Asia","Mongolia",2014,"Developing",68.4,2923896,4181.583321
"1243","Asia","Mongolia",2013,"Developing",68.1,286917,4385.379355
"1244","Asia","Mongolia",2012,"Developing",67.8,2814226,4368.82248
"1245","Asia","Mongolia",2011,"Developing",67.3,2761516,3769.595255
"1246","Asia","Mongolia",2010,"Developing",66.3,271265,265.353659
"1247","Asia","Mongolia",2009,"Developing",66.9,2668289,1717.898761
"1248","Asia","Mongolia",2008,"Developing",67.4,2628131,2139.625631
"1249","Asia","Mongolia",2007,"Developing",65.9,259167,1634.81431
"1250","Asia","Mongolia",2006,"Developing",65,255812,1334.651896
"1251","Asia","Mongolia",2005,"Developing",64.5,2526446,998.8226671
"1252","Asia","Mongolia",2004,"Developing",64,2496832,797.8377432
"1253","Asia","Mongolia",2003,"Developing",64,2469286,646.561295
"1254","Asia","Mongolia",2002,"Developing",63.8,2443659,571.51883
"1255","Asia","Mongolia",2001,"Developing",63.2,2419776,524.145924
"1256","Asia","Mongolia",2000,"Developing",62.8,2397436,474.2133361
"1257","Europe","Montenegro",2015,"Developing",76.1,622159,6461.192554
"1258","Europe","Montenegro",2014,"Developing",75.9,62181,7378.345289
"1259","Europe","Montenegro",2013,"Developing",75.8,62127,7186.429787
"1260","Europe","Montenegro",2012,"Developing",75.6,6261,6586.71929
"1261","Europe","Montenegro",2011,"Developing",75.4,6279,7318.742449
"1262","Europe","Montenegro",2010,"Developing",75.3,619428,6682.281158
"1263","Europe","Montenegro",2009,"Developing",75,618294,6698.79439
"1264","Europe","Montenegro",2008,"Developing",74.6,616969,7325.73474
"1265","Europe","Montenegro",2007,"Developing",74.2,615875,5957.145693
"1266","Europe","Montenegro",2006,"Developing",73.8,61525,4383.59597
